part,task,state_set,condition,strategy,beta,episode,init_state,success,rollout_steps,noise_fingerprints,hook_applications,mean_delta_norm,mean_relative_delta,mean_norm_ratio,mean_cosine_delta_hidden,mean_hidden_norm
1,libero_10_task02,S,coast_b03,global,0.3,8,23,0,520,104,1040,52.278506,0.297832,0.702282,-0.999730,175.521635
1,libero_10_task02,S,coast_b03,global,0.3,9,24,0,520,104,1040,52.517739,0.297829,0.702286,-0.999729,176.326460
1,libero_10_task02,S,coast_b03,global,0.3,10,25,0,520,104,1040,52.275901,0.297860,0.702251,-0.999740,175.498177
1,libero_10_task02,S,coast_b03,global,0.3,11,26,1,231,47,470,52.605119,0.297811,0.702305,-0.999726,176.629845
1,libero_10_task02,S,coast_b03,global,0.3,12,27,1,205,41,410,52.648103,0.297793,0.702323,-0.999726,176.783846
1,libero_10_task02,S,coast_b03,global,0.3,13,28,0,520,104,1040,52.373628,0.297856,0.702256,-0.999736,175.827867
1,libero_10_task02,S,coast_b03,global,0.3,14,29,0,520,104,1040,52.635038,0.297824,0.702289,-0.999733,176.723695
1,libero_10_task02,S,coast_b03,global,0.3,15,30,0,520,104,1040,52.439433,0.297841,0.702272,-0.999734,176.057938
1,libero_10_task02,S,coast_b03,global,0.3,16,31,1,234,47,470,52.592609,0.297792,0.702326,-0.999723,176.598537
1,libero_10_task02,S,coast_b03,global,0.3,17,32,1,198,40,400,52.575726,0.297785,0.702336,-0.999714,176.543852
1,libero_10_task02,S,coast_b03,global,0.3,18,33,0,520,104,1040,52.519530,0.297827,0.702284,-0.999738,176.333440
1,libero_10_task02,S,coast_b03,global,0.3,19,34,0,520,104,1040,52.324588,0.297840,0.702275,-0.999728,175.672256
1,libero_10_task02,S,coast_b03,global,0.3,20,35,1,222,45,450,52.772478,0.297791,0.702324,-0.999727,177.203271
1,libero_10_task02,S,coast_b03,global,0.3,21,36,1,246,50,500,52.380520,0.297821,0.702296,-0.999724,175.870364
1,libero_10_task02,S,coast_b03,global,0.3,22,37,1,178,36,360,52.413492,0.297790,0.702331,-0.999713,175.997293
1,libero_10_task02,S,coast_b03,global,0.3,23,38,1,208,42,420,52.313337,0.297809,0.702308,-0.999724,175.651745
1,libero_10_task02,S,coast_b03,global,0.3,24,39,0,520,104,1040,52.485084,0.297818,0.702300,-0.999722,176.223156
1,libero_10_task02,S,coast_b03,global,0.3,25,40,1,235,47,470,52.692865,0.297792,0.702328,-0.999717,176.932814
1,libero_10_task02,S,coast_b03,global,0.3,26,41,1,331,67,670,52.445457,0.297838,0.702272,-0.999740,176.079114
1,libero_10_task02,S,coast_b03,global,0.3,27,42,0,520,104,1040,52.605601,0.297822,0.702291,-0.999735,176.625814
1,libero_10_task02,S,coast_b03,global,0.3,28,43,1,240,48,480,52.372993,0.297812,0.702305,-0.999724,175.848702
1,libero_10_task02,S,coast_b03,global,0.3,29,44,1,241,49,490,52.355229,0.297816,0.702298,-0.999730,175.788351
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,0,15,0,520,104,1040,17.300560,0.101631,0.898380,-0.999898,170.226218
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,1,16,1,211,43,430,17.327720,0.101635,0.898376,-0.999899,170.488766
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,2,17,1,239,48,480,17.349088,0.101618,0.898394,-0.999898,170.725943
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,3,18,0,520,104,1040,17.351422,0.101631,0.898380,-0.999898,170.726496
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,4,19,1,209,42,420,17.293422,0.101638,0.898373,-0.999898,170.144650
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,5,20,1,238,48,480,17.335518,0.101636,0.898376,-0.999899,170.563843
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,6,21,0,520,104,1040,17.355509,0.101633,0.898379,-0.999898,170.765170
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,7,22,1,177,36,360,17.405675,0.101632,0.898379,-0.999898,171.258084
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,8,23,1,239,48,480,17.258575,0.101641,0.898371,-0.999899,169.798627
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,9,24,0,520,104,1040,17.336629,0.101628,0.898383,-0.999898,170.585999
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,10,25,1,224,45,450,17.379102,0.101624,0.898388,-0.999898,171.011218
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,11,26,1,246,50,500,17.363635,0.101625,0.898386,-0.999898,170.854388
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,12,27,1,248,50,500,17.403064,0.101634,0.898377,-0.999898,171.228150
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,13,28,0,520,104,1040,17.326396,0.101631,0.898381,-0.999898,170.480784
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,14,29,1,217,44,440,17.417135,0.101640,0.898372,-0.999899,171.361984
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,15,30,0,520,104,1040,17.338560,0.101624,0.898387,-0.999898,170.610679
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,16,31,1,234,47,470,17.386037,0.101626,0.898385,-0.999898,171.076841
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,17,32,1,188,38,380,17.372224,0.101629,0.898383,-0.999898,170.938406
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,18,33,0,520,104,1040,17.333584,0.101637,0.898374,-0.999898,170.542910
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,19,34,1,216,44,440,17.323127,0.101633,0.898379,-0.999899,170.445076
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,20,35,1,231,47,470,17.441860,0.101628,0.898384,-0.999898,171.620369
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,21,36,1,231,47,470,17.336592,0.101634,0.898377,-0.999899,170.573458
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,22,37,1,196,40,400,17.334289,0.101622,0.898389,-0.999898,170.572118
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,23,38,0,520,104,1040,17.279788,0.101627,0.898385,-0.999898,170.030468
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,24,39,1,185,37,370,17.452105,0.101633,0.898378,-0.999898,171.716872
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,25,40,1,236,48,480,17.393093,0.101622,0.898390,-0.999898,171.151213
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,26,41,1,265,53,530,17.340257,0.101629,0.898382,-0.999899,170.617943
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,27,42,0,520,104,1040,17.387917,0.101632,0.898380,-0.999898,171.085410
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,28,43,1,231,47,470,17.321612,0.101633,0.898379,-0.999899,170.433953
1,libero_10_task02,S,shrink_b01,shrinkage,0.1,29,44,1,310,62,620,17.327112,0.101631,0.898380,-0.999898,170.487680
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,0,15,0,520,104,1040,34.356545,0.199084,0.800921,-0.999980,172.570565
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,1,16,1,202,41,410,34.445078,0.199083,0.800922,-0.999980,173.016835
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,2,17,0,520,104,1040,34.412307,0.199080,0.800925,-0.999980,172.855070
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,3,18,0,520,104,1040,34.455958,0.199080,0.800925,-0.999980,173.074318
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,4,19,1,211,43,430,34.327729,0.199077,0.800928,-0.999980,172.432782
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,5,20,1,274,55,550,34.380907,0.199081,0.800924,-0.999980,172.696522
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,6,21,1,205,41,410,34.553586,0.199092,0.800913,-0.999980,173.554430
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,7,22,0,520,104,1040,34.382246,0.199084,0.800921,-0.999980,172.701411
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,8,23,1,348,70,700,34.352861,0.199084,0.800921,-0.999980,172.552298
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,9,24,0,520,104,1040,34.468821,0.199089,0.800916,-0.999980,173.131400
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,10,25,1,211,43,430,34.515873,0.199085,0.800920,-0.999980,173.370324
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,11,26,1,213,43,430,34.519870,0.199078,0.800927,-0.999980,173.396438
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,12,27,1,220,44,440,34.566684,0.199081,0.800924,-0.999980,173.628887
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,13,28,0,520,104,1040,34.371130,0.199089,0.800916,-0.999980,172.640837
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,14,29,1,212,43,430,34.607033,0.199083,0.800922,-0.999980,173.830571
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,15,30,0,520,104,1040,34.413992,0.199080,0.800925,-0.999980,172.863453
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,16,31,1,235,47,470,34.522493,0.199088,0.800917,-0.999980,173.401686
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,17,32,1,187,38,380,34.512346,0.199091,0.800914,-0.999980,173.349452
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,18,33,1,221,45,450,34.676654,0.199093,0.800912,-0.999980,174.172735
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,19,34,1,217,44,440,34.412509,0.199087,0.800918,-0.999980,172.849621
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,20,35,1,216,44,440,34.671928,0.199086,0.800919,-0.999980,174.153431
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,21,36,1,226,46,460,34.386796,0.199080,0.800925,-0.999980,172.725641
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,22,37,1,186,38,380,34.410885,0.199080,0.800925,-0.999980,172.847708
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,23,38,1,207,42,420,34.337890,0.199091,0.800914,-0.999980,172.472237
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,24,39,0,520,104,1040,34.499301,0.199090,0.800915,-0.999980,173.284517
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,25,40,1,226,46,460,34.571638,0.199083,0.800922,-0.999980,173.654334
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,26,41,1,373,75,750,34.399746,0.199087,0.800918,-0.999980,172.786879
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,27,42,0,520,104,1040,34.541887,0.199092,0.800913,-0.999980,173.497084
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,28,43,1,221,45,450,34.388519,0.199085,0.800920,-0.999980,172.731915
1,libero_10_task02,S,shrink_b02,shrinkage,0.2,29,44,1,236,48,480,34.385638,0.199088,0.800917,-0.999980,172.713785
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,0,15,0,520,104,1040,52.808238,0.300687,0.699315,-0.999993,175.625019
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,1,16,1,212,43,430,52.933447,0.300684,0.699319,-0.999993,176.043767
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,2,17,1,257,52,520,52.992817,0.300679,0.699324,-0.999993,176.243754
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,3,18,1,232,47,470,53.065336,0.300685,0.699318,-0.999993,176.481650
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,4,19,1,207,42,420,52.842421,0.300685,0.699318,-0.999993,175.740129
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,5,20,1,262,53,530,52.899130,0.300681,0.699322,-0.999993,175.931041
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,6,21,1,195,39,390,53.121018,0.300685,0.699318,-0.999993,176.666458
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,7,22,0,520,104,1040,52.933726,0.300682,0.699321,-0.999993,176.045197
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,8,23,1,257,52,520,52.677504,0.300683,0.699320,-0.999993,175.192655
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,9,24,0,520,104,1040,53.014034,0.300686,0.699317,-0.999993,176.310448
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,10,25,1,222,45,450,53.142487,0.300687,0.699316,-0.999993,176.736423
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,11,26,1,210,42,420,53.116330,0.300682,0.699321,-0.999993,176.653131
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,12,27,1,219,44,440,53.191445,0.300685,0.699318,-0.999993,176.900983
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,13,28,0,520,104,1040,52.866380,0.300688,0.699315,-0.999993,175.817959
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,14,29,1,211,43,430,53.266115,0.300686,0.699317,-0.999993,177.148904
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,15,30,0,520,104,1040,53.069438,0.300682,0.699321,-0.999993,176.497053
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,16,31,0,520,104,1040,52.859733,0.300680,0.699323,-0.999993,175.800796
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,17,32,1,189,38,380,53.105289,0.300682,0.699321,-0.999993,176.616107
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,18,33,0,520,104,1040,53.049730,0.300686,0.699316,-0.999993,176.428553
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,19,34,0,520,104,1040,52.886324,0.300685,0.699318,-0.999993,175.885819
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,20,35,1,212,43,430,53.390857,0.300682,0.699321,-0.999993,177.565238
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,21,36,1,232,47,470,52.892396,0.300684,0.699319,-0.999993,175.906445
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,22,37,1,179,36,360,52.964166,0.300679,0.699324,-0.999993,176.148878
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,23,38,1,274,55,550,52.812606,0.300687,0.699316,-0.999993,175.639558
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,24,39,0,520,104,1040,53.034354,0.300686,0.699317,-0.999993,176.377710
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,25,40,0,520,104,1040,53.003482,0.300685,0.699318,-0.999993,176.275360
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,26,41,0,520,104,1040,52.917564,0.300683,0.699320,-0.999993,175.990946
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,27,42,1,376,76,760,53.239298,0.300683,0.699320,-0.999993,177.060698
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,28,43,1,241,49,490,52.921077,0.300685,0.699318,-0.999993,176.001802
1,libero_10_task02,S,shrink_b03,shrinkage,0.3,29,44,1,221,45,450,52.926889,0.300681,0.699322,-0.999993,176.023047
2,libero_10_task03,pilot,baseline,none,,0,15,0,520,104,,,,,,
2,libero_10_task03,pilot,baseline,none,,1,16,1,428,86,,,,,,
2,libero_10_task03,pilot,baseline,none,,2,17,0,520,104,,,,,,
2,libero_10_task03,pilot,baseline,none,,3,18,0,520,104,,,,,,
2,libero_10_task03,pilot,baseline,none,,4,19,0,520,104,,,,,,
2,libero_10_task03,pilot,baseline,none,,5,20,1,465,93,,,,,,
2,libero_10_task03,pilot,baseline,none,,6,21,0,520,104,,,,,,
2,libero_10_task03,pilot,baseline,none,,7,22,1,470,94,,,,,,
2,libero_10_task03,pilot,baseline,none,,8,23,1,272,55,,,,,,
2,libero_10_task03,pilot,baseline,none,,9,24,1,358,72,,,,,,
2,libero_10_task03,pilot,coast_b01,global,0.1,0,15,1,296,60,600,17.116565,0.099512,0.900533,-0.999593,171.953871
2,libero_10_task03,pilot,coast_b01,global,0.1,1,16,1,442,89,890,17.071264,0.099525,0.900519,-0.999601,171.476649
2,libero_10_task03,pilot,coast_b01,global,0.1,2,17,0,520,104,1040,17.008876,0.099541,0.900502,-0.999616,170.825910
2,libero_10_task03,pilot,coast_b01,global,0.1,3,18,1,252,51,510,17.035796,0.099536,0.900508,-0.999602,171.101254
2,libero_10_task03,pilot,coast_b01,global,0.1,4,19,1,251,51,510,17.008397,0.099513,0.900532,-0.999594,170.861698
2,libero_10_task03,pilot,coast_b01,global,0.1,5,20,1,323,65,650,16.969694,0.099515,0.900529,-0.999602,170.476217
2,libero_10_task03,pilot,coast_b01,global,0.1,6,21,1,188,38,380,17.113230,0.099527,0.900518,-0.999589,171.892637
2,libero_10_task03,pilot,coast_b01,global,0.1,7,22,1,374,75,750,16.986021,0.099535,0.900509,-0.999601,170.601154
2,libero_10_task03,pilot,coast_b01,global,0.1,8,23,1,226,46,460,17.071199,0.099507,0.900538,-0.999592,171.502563
2,libero_10_task03,pilot,coast_b01,global,0.1,9,24,1,240,48,480,17.051754,0.099489,0.900557,-0.999587,171.338409
2,libero_10_task03,pilot,coast_b02,global,0.2,0,15,0,520,104,1040,34.575469,0.199004,0.801066,-0.999716,173.760080
2,libero_10_task03,pilot,coast_b02,global,0.2,1,16,0,520,104,1040,34.546464,0.199013,0.801057,-0.999719,173.607807
2,libero_10_task03,pilot,coast_b02,global,0.2,2,17,0,520,104,1040,34.491170,0.199009,0.801061,-0.999717,173.331654
2,libero_10_task03,pilot,coast_b02,global,0.2,3,18,1,215,43,430,34.502354,0.198981,0.801093,-0.999700,173.408682
2,libero_10_task03,pilot,coast_b02,global,0.2,4,19,1,249,50,500,34.520443,0.198983,0.801092,-0.999697,173.500997
2,libero_10_task03,pilot,coast_b02,global,0.2,5,20,1,409,82,820,34.354717,0.199011,0.801059,-0.999717,172.644445
2,libero_10_task03,pilot,coast_b02,global,0.2,6,21,1,284,57,570,34.672004,0.198952,0.801125,-0.999691,174.286023
2,libero_10_task03,pilot,coast_b02,global,0.2,7,22,1,228,46,460,34.536610,0.198975,0.801101,-0.999697,173.586534
2,libero_10_task03,pilot,coast_b02,global,0.2,8,23,1,219,44,440,34.561861,0.198986,0.801089,-0.999698,173.706942
2,libero_10_task03,pilot,coast_b02,global,0.2,9,24,0,520,104,1040,34.462532,0.199046,0.801020,-0.999733,173.159726
