layer,matrix,record,strategy,variant,eig_imag_max,eig_max,eig_min,erank,fro,n_sv_gt_0.01,n_sv_gt_0.5,quota,quota_a,quota_b,rel_fro,sym_err,top10_align,top32_align,trace
11,C_failure,V3_vs_V2,per_step_3_a1.0,V3|V2,,,,,,,,,0.101201,0.101201,1.4663e-11,,1,1,
11,C_contrastive,V3_vs_V2,per_step_3_a1.0,V3|V2,,,,,,,,,0.0385798,0.0396946,0.399482,,0.721297,0.877458,
11,C_success,V0_vs_V3,per_step_3_a1.0,V0|V3,,,,,,,,,0.141275,0.0887867,0.580044,,0.347011,0.791025,
11,C_failure,V0_vs_V3,per_step_3_a1.0,V0|V3,,,,,,,,,0.153112,0.101201,0.543657,,0.351888,0.813774,
11,C_contrastive,V0_vs_V3,per_step_3_a1.0,V0|V3,,,,,,,,,0.0678979,0.0385798,0.843587,,0.568084,0.62993,
11,C_success,diagnostic,per_step_4_a1.0,V0,0,0.999937,0.000709221,352.321,9.69166,714,112,0.148713,,,,4.57441e-11,,,152.282
11,C_failure,diagnostic,per_step_4_a1.0,V0,0,0.999936,0.00115259,391.962,9.96229,809,118,0.160919,,,,7.5566e-11,,,164.781
11,C_contrastive,diagnostic,per_step_4_a1.0,V0,0.000281018,0.522497,6.34547e-05,460.009,3.9988,673,1,0.0702282,,,,0.262586,,,71.9137
11,C_success,diagnostic,per_step_4_a1.0,V1,0,0.999936,-1.57884e-08,192.176,7.9116,362,73,0.093336,,,,3.29108e-11,,,95.5761
11,C_failure,diagnostic,per_step_4_a1.0,V1,0,0.999935,-9.28539e-09,246.063,8.22078,484,79,0.106307,,,,2.00685e-11,,,108.859
11,C_contrastive,diagnostic,per_step_4_a1.0,V1,0.000471621,0.531213,-1.56417e-08,232.837,3.32433,359,2,0.041761,,,,0.319534,,,42.7633
11,C_success,diagnostic,per_step_4_a1.0,V2,0,0.998125,-1.61762e-08,191.754,7.85791,361,72,0.0925297,,,,4.31929e-11,,,94.7504
11,C_failure,diagnostic,per_step_4_a1.0,V2,0,0.997771,-9.10568e-09,245.871,8.1701,484,78,0.105527,,,,4.15425e-11,,,108.06
11,C_contrastive,diagnostic,per_step_4_a1.0,V2,0.000420931,0.528945,-1.59311e-08,232.786,3.32617,359,2,0.0417913,,,,0.319288,,,42.7942
11,C_success,diagnostic,per_step_4_a1.0,V3,0,0.998125,-1.61763e-08,191.754,7.85791,361,72,0.0925297,,,,0,,,94.7504
11,C_failure,diagnostic,per_step_4_a1.0,V3,0,0.997771,-9.10556e-09,245.871,8.1701,484,78,0.105527,,,,0,,,108.06
11,C_contrastive,diagnostic,per_step_4_a1.0,V3,0.0171496,0.471088,-2.46934e-09,229.949,3.07826,353,0,0.0400852,,,,0.115587,,,41.0472
11,C_success,V1_vs_V0,per_step_4_a1.0,V1|V0,,,,,,,,,0.093336,0.148713,0.479618,,0.362363,0.772105,
11,C_failure,V1_vs_V0,per_step_4_a1.0,V1|V0,,,,,,,,,0.106307,0.160919,0.45282,,0.338491,0.784798,
11,C_contrastive,V1_vs_V0,per_step_4_a1.0,V1|V0,,,,,,,,,0.041761,0.0702282,0.5965,,0.623302,0.683384,
11,C_success,V2_vs_V1,per_step_4_a1.0,V2|V1,,,,,,,,,0.0925297,0.093336,0.104364,,0.900129,0.971074,
11,C_failure,V2_vs_V1,per_step_4_a1.0,V2|V1,,,,,,,,,0.105527,0.106307,0.0971439,,0.900475,0.972363,
11,C_contrastive,V2_vs_V1,per_step_4_a1.0,V2|V1,,,,,,,,,0.0417913,0.041761,0.0770299,,0.993526,0.991568,
11,C_success,V3_vs_V2,per_step_4_a1.0,V3|V2,,,,,,,,,0.0925297,0.0925297,3.0542e-11,,1,1,
11,C_failure,V3_vs_V2,per_step_4_a1.0,V3|V2,,,,,,,,,0.105527,0.105527,3.14625e-11,,1,1,
11,C_contrastive,V3_vs_V2,per_step_4_a1.0,V3|V2,,,,,,,,,0.0400852,0.0417913,0.312325,,0.791393,0.846982,
11,C_success,V0_vs_V3,per_step_4_a1.0,V0|V3,,,,,,,,,0.148713,0.0925297,0.601078,,0.309769,0.758131,
11,C_failure,V0_vs_V3,per_step_4_a1.0,V0|V3,,,,,,,,,0.160919,0.105527,0.561001,,0.310184,0.771839,
11,C_contrastive,V0_vs_V3,per_step_4_a1.0,V0|V3,,,,,,,,,0.0702282,0.0400852,0.820091,,0.537263,0.609726,
11,C_success,diagnostic,per_step_5_a1.0,V0,0,0.999942,0.000623633,348.255,9.76758,710,115,0.149164,,,,6.77485e-11,,,152.744
11,C_failure,diagnostic,per_step_5_a1.0,V0,0,0.999941,0.00106228,387.464,10.0359,803,120,0.161255,,,,6.20161e-11,,,165.125
11,C_contrastive,diagnostic,per_step_5_a1.0,V0,0.00038303,0.516692,5.83705e-05,460.006,3.91405,670,1,0.0686018,,,,0.26386,,,70.2482
11,C_success,diagnostic,per_step_5_a1.0,V1,0,0.999942,-1.54187e-08,190.109,7.89326,359,72,0.0926614,,,,2.17162e-11,,,94.8852
11,C_failure,diagnostic,per_step_5_a1.0,V1,0,0.999941,-9.72492e-09,242.308,8.20134,478,78,0.10532,,,,8.40255e-11,,,107.848
11,C_contrastive,diagnostic,per_step_5_a1.0,V1,0.000469987,0.522432,-1.52447e-08,232.059,3.26804,356,2,0.0409522,,,,0.322131,,,41.935
11,C_success,diagnostic,per_step_5_a1.0,V2,0,0.998354,-1.57903e-08,189.685,7.83985,358,72,0.0918605,,,,4.26561e-11,,,94.0651
11,C_failure,diagnostic,per_step_5_a1.0,V2,0,0.998008,-1.00298e-08,242.13,8.15052,478,78,0.104544,,,,1.01783e-11,,,107.053
11,C_contrastive,diagnostic,per_step_5_a1.0,V2,0.00114286,0.519486,-1.55222e-08,232.028,3.2697,356,2,0.0409806,,,,0.321762,,,41.9642
11,C_success,diagnostic,per_step_5_a1.0,V3,0,0.998354,-1.57903e-08,189.685,7.83985,358,72,0.0918605,,,,0,,,94.0651
11,C_failure,diagnostic,per_step_5_a1.0,V3,0,0.998008,-1.00297e-08,242.13,8.15052,478,78,0.104544,,,,0,,,107.053
11,C_contrastive,diagnostic,per_step_5_a1.0,V3,0.00136468,0.465931,-2.68005e-09,228.438,3.06275,351,0,0.0396552,,,,0.115594,,,40.6069
11,C_success,V1_vs_V0,per_step_5_a1.0,V1|V0,,,,,,,,,0.0926614,0.149164,0.492149,,0.363419,0.742876,
11,C_failure,V1_vs_V0,per_step_5_a1.0,V1|V0,,,,,,,,,0.10532,0.161255,0.46525,,0.3235,0.748773,
11,C_contrastive,V1_vs_V0,per_step_5_a1.0,V1|V0,,,,,,,,,0.0409522,0.0686018,0.597226,,0.723907,0.656059,
11,C_success,V2_vs_V1,per_step_5_a1.0,V2|V1,,,,,,,,,0.0918605,0.0926614,0.103896,,0.899621,0.967629,
11,C_failure,V2_vs_V1,per_step_5_a1.0,V2|V1,,,,,,,,,0.104544,0.10532,0.0969583,,0.901113,0.969326,
11,C_contrastive,V2_vs_V1,per_step_5_a1.0,V2|V1,,,,,,,,,0.0409806,0.0409522,0.0769096,,0.995165,0.97119,
11,C_success,V3_vs_V2,per_step_5_a1.0,V3|V2,,,,,,,,,0.0918605,0.0918605,3.10789e-11,,1,1,
11,C_failure,V3_vs_V2,per_step_5_a1.0,V3|V2,,,,,,,,,0.104544,0.104544,7.2248e-12,,1,1,
11,C_contrastive,V3_vs_V2,per_step_5_a1.0,V3|V2,,,,,,,,,0.0396552,0.0409806,0.294572,,0.837574,0.891526,
11,C_success,V0_vs_V3,per_step_5_a1.0,V0|V3,,,,,,,,,0.149164,0.0918605,0.622279,,0.302424,0.733575,
11,C_failure,V0_vs_V3,per_step_5_a1.0,V0|V3,,,,,,,,,0.161255,0.104544,0.581354,,0.294095,0.743345,
11,C_contrastive,V0_vs_V3,per_step_5_a1.0,V0|V3,,,,,,,,,0.0686018,0.0396552,0.80186,,0.603194,0.607134,
11,C_success,diagnostic,per_step_6_a1.0,V0,0,0.999949,0.000602536,346.073,9.86774,709,116,0.150512,,,,9.03427e-11,,,154.125
11,C_failure,diagnostic,per_step_6_a1.0,V0,0,0.999948,0.00105178,386.551,10.1568,805,122,0.163316,,,,7.28816e-11,,,167.235
11,C_contrastive,diagnostic,per_step_6_a1.0,V0,0.000366933,0.513375,5.1284e-05,460.669,3.85604,670,1,0.067497,,,,0.266271,,,69.1169
11,C_success,diagnostic,per_step_6_a1.0,V1,0,0.999949,-1.5865e-08,187.828,7.87459,355,71,0.0919104,,,,4.25045e-11,,,94.1163
11,C_failure,diagnostic,per_step_6_a1.0,V1,0,0.999948,-1.00706e-08,239.155,8.19901,472,79,0.104684,,,,1.80865e-10,,,107.197
11,C_contrastive,diagnostic,per_step_6_a1.0,V1,0.00061069,0.518016,-1.58747e-08,231.19,3.20521,351,1,0.0400086,,,,0.328529,,,40.9688
11,C_success,diagnostic,per_step_6_a1.0,V2,0,0.998549,-1.52998e-08,187.381,7.82142,355,70,0.0911097,,,,2.10494e-11,,,93.2963
11,C_failure,diagnostic,per_step_6_a1.0,V2,0,0.998209,-1.0452e-08,238.969,8.14819,472,78,0.103908,,,,1.26287e-12,,,106.402
11,C_contrastive,diagnostic,per_step_6_a1.0,V2,0.000927484,0.516261,-1.52095e-08,231.169,3.20654,352,1,0.0400304,,,,0.328084,,,40.9911
11,C_success,diagnostic,per_step_6_a1.0,V3,0,0.998549,-1.52999e-08,187.381,7.82142,355,70,0.0911097,,,,0,,,93.2963
11,C_failure,diagnostic,per_step_6_a1.0,V3,0,0.998209,-1.04514e-08,238.969,8.14819,472,78,0.103908,,,,0,,,106.402
11,C_contrastive,diagnostic,per_step_6_a1.0,V3,0.0135859,0.447603,-2.19533e-09,228.935,2.97197,348,0,0.0385014,,,,0.118927,,,39.4255
11,C_success,V1_vs_V0,per_step_6_a1.0,V1|V0,,,,,,,,,0.0919104,0.150512,0.505476,,0.399254,0.73491,
11,C_failure,V1_vs_V0,per_step_6_a1.0,V1|V0,,,,,,,,,0.104684,0.163316,0.478483,,0.305146,0.726898,
11,C_contrastive,V1_vs_V0,per_step_6_a1.0,V1|V0,,,,,,,,,0.0400086,0.067497,0.608013,,0.641691,0.636009,
11,C_success,V2_vs_V1,per_step_6_a1.0,V2|V1,,,,,,,,,0.0911097,0.0919104,0.104128,,0.899251,0.972097,
11,C_failure,V2_vs_V1,per_step_6_a1.0,V2|V1,,,,,,,,,0.103908,0.104684,0.0969813,,0.903828,0.968576,
11,C_contrastive,V2_vs_V1,per_step_6_a1.0,V2|V1,,,,,,,,,0.0400304,0.0400086,0.0800311,,0.994796,0.993474,
11,C_success,V3_vs_V2,per_step_6_a1.0,V3|V2,,,,,,,,,0.0911097,0.0911097,8.55437e-11,,1,1,
11,C_failure,V3_vs_V2,per_step_6_a1.0,V3|V2,,,,,,,,,0.103908,0.103908,4.74633e-11,,1,1,
11,C_contrastive,V3_vs_V2,per_step_6_a1.0,V3|V2,,,,,,,,,0.0385014,0.0400304,0.302487,,0.759101,0.874437,
11,C_success,V0_vs_V3,per_step_6_a1.0,V0|V3,,,,,,,,,0.150512,0.0911097,0.646536,,0.325237,0.723972,
11,C_failure,V0_vs_V3,per_step_6_a1.0,V0|V3,,,,,,,,,0.163316,0.103908,0.604575,,0.239537,0.72363,
11,C_contrastive,V0_vs_V3,per_step_6_a1.0,V0|V3,,,,,,,,,0.067497,0.0385014,0.825615,,0.527935,0.590421,
11,C_success,diagnostic,per_step_7_a1.0,V0,0,0.999954,0.000568813,340.125,9.90281,702,115,0.150054,,,,3.75554e-11,,,153.655
11,C_failure,diagnostic,per_step_7_a1.0,V0,0,0.999954,0.000917658,382.118,10.2155,799,123,0.163657,,,,7.90069e-11,,,167.585
11,C_contrastive,diagnostic,per_step_7_a1.0,V0,0.000266307,0.509992,4.61216e-05,455.632,3.779,662,1,0.0656978,,,,0.265742,,,67.2746
11,C_success,diagnostic,per_step_7_a1.0,V1,0,0.999954,-1.52225e-08,183.078,7.79465,349,71,0.0897323,,,,1.51649e-12,,,91.8859
11,C_failure,diagnostic,per_step_7_a1.0,V1,0,0.999953,-1.17551e-08,233.47,8.14097,462,78,0.102676,,,,8.89468e-11,,,105.141
11,C_contrastive,diagnostic,per_step_7_a1.0,V1,0.000289776,0.518472,-1.52979e-08,228.839,3.09447,344,1,0.0383115,,,,0.335949,,,39.231
11,C_success,diagnostic,per_step_7_a1.0,V2,0,0.998659,-1.62224e-08,182.648,7.74122,348,71,0.0889408,,,,2.39259e-11,,,91.0754
11,C_failure,diagnostic,per_step_7_a1.0,V2,0,0.998307,-1.00771e-08,233.276,8.09027,462,77,0.101905,,,,2.19567e-16,,,104.351
11,C_contrastive,diagnostic,per_step_7_a1.0,V2,0.000670206,0.516056,-1.63509e-08,228.857,3.09581,345,1,0.0383356,,,,0.335515,,,39.2556
11,C_success,diagnostic,per_step_7_a1.0,V3,0,0.998659,-1.62224e-08,182.648,7.74122,348,71,0.0889408,,,,0,,,91.0754
11,C_failure,diagnostic,per_step_7_a1.0,V3,0,0.998307,-1.00771e-08,233.276,8.09027,462,77,0.101905,,,,0,,,104.351
11,C_contrastive,diagnostic,per_step_7_a1.0,V3,0.0149279,0.443172,-2.18229e-09,227.46,2.86218,342,0,0.0368595,,,,0.107601,,,37.7441
11,C_success,V1_vs_V0,per_step_7_a1.0,V1|V0,,,,,,,,,0.0897323,0.150054,0.52065,,0.42642,0.724112,
11,C_failure,V1_vs_V0,per_step_7_a1.0,V1|V0,,,,,,,,,0.102676,0.163657,0.493165,,0.314724,0.71401,
11,C_contrastive,V1_vs_V0,per_step_7_a1.0,V1|V0,,,,,,,,,0.0383115,0.0656978,0.623124,,0.602377,0.602532,
11,C_success,V2_vs_V1,per_step_7_a1.0,V2|V1,,,,,,,,,0.0889408,0.0897323,0.103978,,0.902993,0.970314,
11,C_failure,V2_vs_V1,per_step_7_a1.0,V2|V1,,,,,,,,,0.101905,0.102676,0.0969889,,0.903668,0.968068,
11,C_contrastive,V2_vs_V1,per_step_7_a1.0,V2|V1,,,,,,,,,0.0383356,0.0383115,0.0839125,,0.991706,0.992962,
11,C_success,V3_vs_V2,per_step_7_a1.0,V3|V2,,,,,,,,,0.0889408,0.0889408,2.72328e-11,,1,1,
11,C_failure,V3_vs_V2,per_step_7_a1.0,V3|V2,,,,,,,,,0.101905,0.101905,4.06998e-11,,1,1,
11,C_contrastive,V3_vs_V2,per_step_7_a1.0,V3|V2,,,,,,,,,0.0368595,0.0383356,0.310736,,0.812238,0.884177,
11,C_success,V0_vs_V3,per_step_7_a1.0,V0|V3,,,,,,,,,0.150054,0.0889408,0.674469,,0.379472,0.715229,
11,C_failure,V0_vs_V3,per_step_7_a1.0,V0|V3,,,,,,,,,0.163657,0.101905,0.630527,,0.27017,0.711327,
11,C_contrastive,V0_vs_V3,per_step_7_a1.0,V0|V3,,,,,,,,,0.0656978,0.0368595,0.858596,,0.509811,0.549389,
11,C_success,diagnostic,per_step_8_a1.0,V0,0,0.999957,0.000471964,335.764,9.90762,689,115,0.149444,,,,1.35259e-10,,,153.03
11,C_failure,diagnostic,per_step_8_a1.0,V0,0,0.999957,0.000785329,378.834,10.2391,789,124,0.163665,,,,2.58636e-11,,,167.593
11,C_contrastive,diagnostic,per_step_8_a1.0,V0,0.000274605,0.506735,4.31407e-05,451.973,3.71557,651,1,0.0644182,,,,0.259132,,,65.9643
11,C_success,diagnostic,per_step_8_a1.0,V1,0,0.999957,-1.7005e-08,176.828,7.67176,341,70,0.0866704,,,,5.42181e-11,,,88.7504
11,C_failure,diagnostic,per_step_8_a1.0,V1,0,0.999957,-1.10859e-08,225.715,8.03743,450,77,0.0996263,,,,7.2496e-12,,,102.017
11,C_contrastive,diagnostic,per_step_8_a1.0,V1,0.000194828,0.521964,-1.69991e-08,225.933,2.95784,336,1,0.0362546,,,,0.346342,,,37.1247
11,C_success,diagnostic,per_step_8_a1.0,V2,0,0.998659,-1.62017e-08,176.446,7.61741,340,69,0.0858927,,,,4.32329e-11,,,87.9541
11,C_failure,diagnostic,per_step_8_a1.0,V2,0,0.998272,-1.06258e-08,225.534,7.98683,449,76,0.0988727,,,,8.24538e-11,,,101.246
11,C_contrastive,diagnostic,per_step_8_a1.0,V2,0.000209757,0.520345,-1.63035e-08,226.004,2.95954,336,1,0.0362906,,,,0.345971,,,37.1615
11,C_success,diagnostic,per_step_8_a1.0,V3,0,0.998659,-1.6201e-08,176.446,7.61741,340,69,0.0858927,,,,0,,,87.9541
11,C_failure,diagnostic,per_step_8_a1.0,V3,0,0.998272,-1.06251e-08,225.534,7.98683,449,76,0.0988727,,,,0,,,101.246
11,C_contrastive,diagnostic,per_step_8_a1.0,V3,0.0199913,0.433098,-2.02749e-09,225.55,2.7363,335,0,0.0349793,,,,0.107064,,,35.8188
11,C_success,V1_vs_V0,per_step_8_a1.0,V1|V0,,,,,,,,,0.0866704,0.149444,0.536736,,0.453518,0.698268,
11,C_failure,V1_vs_V0,per_step_8_a1.0,V1|V0,,,,,,,,,0.0996263,0.163665,0.508765,,0.399364,0.696206,
11,C_contrastive,V1_vs_V0,per_step_8_a1.0,V1|V0,,,,,,,,,0.0362546,0.0644182,0.643239,,0.571818,0.561294,
11,C_success,V2_vs_V1,per_step_8_a1.0,V2|V1,,,,,,,,,0.0858927,0.0866704,0.103805,,0.89502,0.967639,
11,C_failure,V2_vs_V1,per_step_8_a1.0,V2|V1,,,,,,,,,0.0988727,0.0996263,0.0960064,,0.907049,0.96638,
11,C_contrastive,V2_vs_V1,per_step_8_a1.0,V2|V1,,,,,,,,,0.0362906,0.0362546,0.086144,,0.99629,0.973151,
11,C_success,V3_vs_V2,per_step_8_a1.0,V3|V2,,,,,,,,,0.0858927,0.0858927,1.75717e-10,,1,1,
11,C_failure,V3_vs_V2,per_step_8_a1.0,V3|V2,,,,,,,,,0.0988727,0.0988727,5.83037e-11,,1,1,
11,C_contrastive,V3_vs_V2,per_step_8_a1.0,V3|V2,,,,,,,,,0.0349793,0.0362906,0.308637,,0.813574,0.884515,
11,C_success,V0_vs_V3,per_step_8_a1.0,V0|V3,,,,,,,,,0.149444,0.0858927,0.706132,,0.40261,0.692569,
11,C_failure,V0_vs_V3,per_step_8_a1.0,V0|V3,,,,,,,,,0.163665,0.0988727,0.659565,,0.340924,0.693689,
11,C_contrastive,V0_vs_V3,per_step_8_a1.0,V0|V3,,,,,,,,,0.0644182,0.0349793,0.903606,,0.46822,0.522336,
11,C_success,diagnostic,per_step_9_a1.0,V0,0,0.999959,0.000378598,335.312,9.90579,683,116,0.149469,,,,1.40354e-10,,,153.056
11,C_failure,diagnostic,per_step_9_a1.0,V0,0,0.999959,0.000706813,378.781,10.2446,782,126,0.16397,,,,7.21075e-11,,,167.905
11,C_contrastive,diagnostic,per_step_9_a1.0,V0,0.00016875,0.489457,4.06738e-05,455.236,3.66436,650,1,0.0639836,,,,0.245469,,,65.5192
11,C_success,diagnostic,per_step_9_a1.0,V1,0,0.999959,-1.63691e-08,168.564,7.52298,330,69,0.0829825,,,,1.96056e-10,,,84.9741
11,C_failure,diagnostic,per_step_9_a1.0,V1,0,0.999959,-9.86558e-09,214.884,7.89305,434,75,0.0955117,,,,3.34118e-12,,,97.804
11,C_contrastive,diagnostic,per_step_9_a1.0,V1,0.000209637,0.510665,-1.62346e-08,221.571,2.79471,326,1,0.0338248,,,,0.359082,,,34.6366
11,C_success,diagnostic,per_step_9_a1.0,V2,0,0.998538,-1.57318e-08,168.181,7.4657,330,68,0.0821789,,,,4.96228e-11,,,84.1512
11,C_failure,diagnostic,per_step_9_a1.0,V2,0,0.998081,-1.00099e-08,214.709,7.84052,434,74,0.0947507,,,,2.11615e-11,,,97.0247
11,C_contrastive,diagnostic,per_step_9_a1.0,V2,0.000335325,0.510812,-1.61906e-08,221.699,2.79629,326,1,0.0338645,,,,0.358795,,,34.6772
11,C_success,diagnostic,per_step_9_a1.0,V3,0,0.998538,-1.57319e-08,168.181,7.4657,330,68,0.0821789,,,,0,,,84.1512
11,C_failure,diagnostic,per_step_9_a1.0,V3,0,0.998081,-1.00099e-08,214.709,7.84052,434,74,0.0947507,,,,0,,,97.0247
11,C_contrastive,diagnostic,per_step_9_a1.0,V3,0.000138141,0.485762,-2.09152e-09,221.354,2.62013,325,0,0.0329438,,,,0.104829,,,33.7344
11,C_success,V1_vs_V0,per_step_9_a1.0,V1|V0,,,,,,,,,0.0829825,0.149469,0.551414,,0.506438,0.66221,
11,C_failure,V1_vs_V0,per_step_9_a1.0,V1|V0,,,,,,,,,0.0955117,0.16397,0.52451,,0.526528,0.668687,
11,C_contrastive,V1_vs_V0,per_step_9_a1.0,V1|V0,,,,,,,,,0.0338248,0.0639836,0.678733,,0.502286,0.49488,
11,C_success,V2_vs_V1,per_step_9_a1.0,V2|V1,,,,,,,,,0.0821789,0.0829825,0.109385,,0.91628,0.968566,
11,C_failure,V2_vs_V1,per_step_9_a1.0,V2|V1,,,,,,,,,0.0947507,0.0955117,0.0987311,,0.911135,0.968266,
11,C_contrastive,V2_vs_V1,per_step_9_a1.0,V2|V1,,,,,,,,,0.0338645,0.0338248,0.0870519,,0.997199,0.992436,
11,C_success,V3_vs_V2,per_step_9_a1.0,V3|V2,,,,,,,,,0.0821789,0.0821789,6.05208e-11,,1,1,
11,C_failure,V3_vs_V2,per_step_9_a1.0,V3|V2,,,,,,,,,0.0947507,0.0947507,4.45824e-11,,1,1,
11,C_contrastive,V3_vs_V2,per_step_9_a1.0,V3|V2,,,,,,,,,0.0329438,0.0338645,0.299168,,0.877148,0.905382,
11,C_success,V0_vs_V3,per_step_9_a1.0,V0|V3,,,,,,,,,0.149469,0.0821789,0.740105,,0.444015,0.654568,
11,C_failure,V0_vs_V3,per_step_9_a1.0,V0|V3,,,,,,,,,0.16397,0.0947507,0.692722,,0.448952,0.66585,
11,C_contrastive,V0_vs_V3,per_step_9_a1.0,V0|V3,,,,,,,,,0.0639836,0.0329438,0.969801,,0.463569,0.480346,
